lead_id,lead_date,mapped_dealer_id,lead_type,stage,estimated_value,competitor_seen,note
ASPLEAD0000269,06/03/2024,ASPDLR000980,Commercial,lost,1017716.83,Local,dealer asked extra margin
ASPLEAD0000270,2024-07-27,ASPDLR000259,Commercial,site visit,2373056.25,Local,dealer asked extra margin
ASPLEAD0000271,2025-04-29,ASPDLR000790,Waterproofing,stalled,272353.72,JSW,
ASPLEAD0000272,2025-08-29,ASPDLR000538,Builder project,site visit,2880411.46,Nerolac,price high
ASPLEAD0000273,29/05/2025,ASPDLR000661,Apartment repaint,lost,2671592.53,Local,
ASPLEAD0000274,2024-06-28,ASPDLR000622,Villa,won,354917.24,Local,
ASPLEAD0000275,2024-09-20,ASPDLR000834,Commercial,quoted,1766909.14,Local,price high
ASPLEAD0000276,2024-04-20,ASPDLR000348,Beautiful Homes,stalled,1337791.03,Local,dealer asked extra margin
ASPLEAD0000277,2025-08-12,ASPDLR000004,Apartment repaint,won,1451312.50,None,dealer asked extra margin
ASPLEAD0000278,15-Mar-26,ASPDLR000308,Beautiful Homes,site visit,1713810.82,JSW,contractor controls decision
ASPLEAD0000279,2024-12-31,ASPDLR000246,Beautiful Homes,new,2842106.28,Local,payment risk
ASPLEAD0000280,2026-01-07,ASPDLR000809,Commercial,stalled,1796322.95,JSW,contractor controls decision
ASPLEAD0000281,2025-01-29,ASPDLR000248,Villa,site visit,2204922.94,Indigo,dealer asked extra margin
ASPLEAD0000282,2024-04-21,ASPDLR000611,Apartment repaint,new,1093626.34,None,
ASPLEAD0000283,2025-10-28,ASPDLR000604,Villa,won,67979.67,JSW,dealer asked extra margin
ASPLEAD0000284,2025-07-24,ASPDLR000684,Villa,lost,2476756.94,Nerolac,
ASPLEAD0000285,2026-02-16,ASPDLR000946,Commercial,quoted,434652.37,Nerolac,
ASPLEAD0000286,2025-02-22,ASPDLR000726,Villa,site visit,955257.28,None,
ASPLEAD0000287,2024-09-17,ASPDLR000750,Apartment repaint,lost,1570159.06,JSW,dealer asked extra margin
ASPLEAD0000288,2025-02-16,ASPDLR000286,Beautiful Homes,new,2684126.94,Local,price high
ASPLEAD0000289,2024-06-27,ASPDLR000076,Waterproofing,stalled,2709909.01,Berger,contractor controls decision
ASPLEAD0000290,08/18/2024,ASPDLR000239,Apartment repaint,quoted,2397283.45,None,contractor controls decision
ASPLEAD0000291,2024-07-06,ASPDLR000322,Builder project,site visit,1373488.07,Local,
ASPLEAD0000292,10/11/2025,ASPDLR000914,Villa,site visit,613797.66,JSW,contractor controls decision
ASPLEAD0000293,26/09/2024,ASPDLR000317,Commercial,lost,572404.63,Indigo,payment risk
ASPLEAD0000294,29/10/2025,ASPDLR000147,Commercial,stalled,2374236.61,unknown,contractor controls decision
ASPLEAD0000295,2026-02-01,ASPDLR000608,Commercial,lost,1370914.80,Indigo,contractor controls decision
ASPLEAD0000296,2025-01-04,ASPDLR000461,Apartment repaint,site visit,347139.50,Indigo,payment risk
ASPLEAD0000297,2024-10-02,ASPDLR000059,Builder project,site visit,2679617.19,Local,payment risk
ASPLEAD0000298,2024-12-27,ASPDLR000800,Apartment repaint,new,1114183.29,Berger,payment risk
ASPLEAD0000299,2026-03-15,ASPDLR000765,Waterproofing,quoted,1378213.63,None,dealer asked extra margin
ASPLEAD0000300,2025-01-06,ASPDLR000199,Commercial,won,678321.80,Local,dealer asked extra margin
ASPLEAD0000301,12/11/2024,ASPDLR000737,Builder project,stalled,756048.23,Berger,dealer asked extra margin
ASPLEAD0000302,09/19/2024,ASPDLR000112,Builder project,site visit,2277469.12,Nerolac,price high
ASPLEAD0000303,2024-04-06,ASPDLR000026,Waterproofing,new,2982783.69,Local,price high
ASPLEAD0000304,10/10/2024,ASPDLR000956,Waterproofing,site visit,2457470.79,unknown,payment risk
ASPLEAD0000305,26-Sep-24,ASPDLR000244,Waterproofing,new,926237.16,Indigo,contractor controls decision
ASPLEAD0000306,15/10/2025,ASPDLR000196,Builder project,quoted,812535.89,Local,price high
ASPLEAD0000307,2026-01-02,ASPDLR000650,Builder project,new,1365945.38,Indigo,dealer asked extra margin
ASPLEAD0000308,2025-08-04,ASPDLR000514,Builder project,site visit,1287895.10,None,
ASPLEAD0000309,2024-04-10,ASPDLR000456,Villa,stalled,250491.51,Nerolac,dealer asked extra margin
ASPLEAD0000310,2025-12-05,ASPDLR000607,Commercial,won,1978682.79,JSW,price high
ASPLEAD0000311,2024-08-18,ASPDLR000447,Apartment repaint,stalled,886610.39,Indigo,
ASPLEAD0000312,10/01/2025,ASPDLR000008,Commercial,new,531729.23,Local,price high
ASPLEAD0000313,2025-06-26,ASPDLR000992,Waterproofing,quoted,2850536.99,unknown,payment risk
ASPLEAD0000314,22/05/2025,ASPDLR000781,Waterproofing,new,2955578.20,JSW,payment risk
ASPLEAD0000315,17/10/2024,ASPDLR000631,Beautiful Homes,new,434661.14,unknown,contractor controls decision
ASPLEAD0000316,2026-01-14,ASPDLR000257,Waterproofing,lost,521760.19,unknown,contractor controls decision
ASPLEAD0000317,20/03/2026,ASPDLR001000,Builder project,quoted,1402860.38,Indigo,
ASPLEAD0000318,2024-10-16,ASPDLR000634,Commercial,quoted,2909101.98,unknown,dealer asked extra margin
ASPLEAD0000319,2025-11-24,ASPDLR000778,Waterproofing,site visit,2900674.03,Indigo,dealer asked extra margin
ASPLEAD0000320,11-Jan-25,ASPDLR000728,Waterproofing,lost,2232614.46,None,contractor controls decision
ASPLEAD0000321,2025-03-15,ASPDLR000830,Commercial,new,2079293.67,None,contractor controls decision
ASPLEAD0000322,2026-02-19,ASPDLR000672,Villa,lost,154640.12,None,
ASPLEAD0000323,2026-01-19,ASPDLR000639,Builder project,site visit,559986.43,JSW,
ASPLEAD0000324,2026-02-14,ASPDLR000854,Villa,new,2022713.93,unknown,payment risk
ASPLEAD0000325,2025-08-30,ASPDLR000640,Builder project,quoted,2774732.56,JSW,contractor controls decision
ASPLEAD0000326,2025-03-28,ASPDLR000443,Waterproofing,lost,2538837.17,JSW,dealer asked extra margin
ASPLEAD0000327,30-Jul-25,ASPDLR000393,Waterproofing,lost,597977.18,Indigo,contractor controls decision
ASPLEAD0000328,2025-09-07,ASPDLR000791,Commercial,won,1065696.58,Berger,price high
ASPLEAD0000329,2025-08-02,ASPDLR000046,Builder project,quoted,2768501.96,Berger,
ASPLEAD0000330,05/03/2026,ASPDLR000822,Builder project,won,1023614.95,JSW,
ASPLEAD0000331,2025-07-21,ASPDLR000062,Builder project,new,1703289.24,Indigo,
ASPLEAD0000332,2024-04-24,ASPDLR000248,Builder project,lost,136450.68,Indigo,price high
ASPLEAD0000333,2025-01-08,ASPDLR000872,Waterproofing,quoted,470075.45,Indigo,
ASPLEAD0000334,2025-04-14,ASPDLR000197,Waterproofing,new,145026.92,None,
ASPLEAD0000335,05/19/2024,ASPDLR000664,Apartment repaint,site visit,1745877.65,Indigo,payment risk
ASPLEAD0000336,26-May-24,ASPDLR000136,Beautiful Homes,stalled,982869.81,Indigo,price high
ASPLEAD0000337,2025-06-22,ASPDLR000695,Builder project,stalled,2375819.27,None,payment risk
ASPLEAD0000338,2026-02-23,ASPDLR000061,Villa,site visit,1484604.82,JSW,
ASPLEAD0000339,11/02/2025,ASPDLR000278,Beautiful Homes,stalled,2300337.01,Berger,dealer asked extra margin
ASPLEAD0000340,2025-08-21,ASPDLR000106,Apartment repaint,quoted,634680.84,Berger,
ASPLEAD0000341,01-Jan-25,ASPDLR000594,Apartment repaint,stalled,854856.90,Nerolac,dealer asked extra margin
ASPLEAD0000342,2025-07-27,ASPDLR000568,Waterproofing,stalled,717966.68,unknown,contractor controls decision
ASPLEAD0000343,2025-06-01,ASPDLR000780,Commercial,lost,984325.90,Nerolac,payment risk
ASPLEAD0000344,05/05/2024,ASPDLR000252,Waterproofing,site visit,1136889.77,Nerolac,dealer asked extra margin
ASPLEAD0000345,2025-02-14,ASPDLR000029,Villa,won,716871.08,None,contractor controls decision
ASPLEAD0000346,2024-04-23,ASPDLR000325,Builder project,won,2967342.22,JSW,price high
ASPLEAD0000347,2025-09-11,ASPDLR000124,Builder project,lost,1650601.17,Nerolac,dealer asked extra margin
ASPLEAD0000348,2025-12-11,ASPDLR000854,Beautiful Homes,won,2450439.84,Indigo,
ASPLEAD0000349,16/01/2026,ASPDLR000987,Commercial,quoted,1094174.45,Local,contractor controls decision
ASPLEAD0000350,2025-01-20,ASPDLR000284,Waterproofing,site visit,2071299.52,None,payment risk
ASPLEAD0000351,2026-03-05,ASPDLR000697,Builder project,lost,1698422.67,Nerolac,
ASPLEAD0000352,30-Jul-25,ASPDLR000998,Apartment repaint,new,1551907.70,None,price high
ASPLEAD0000353,2025-11-11,ASPDLR000472,Apartment repaint,won,784531.75,Local,dealer asked extra margin
ASPLEAD0000354,10/08/2025,ASPDLR000690,Beautiful Homes,stalled,313628.54,Local,dealer asked extra margin
ASPLEAD0000355,2024-06-21,ASPDLR000804,Waterproofing,quoted,161259.53,Local,contractor controls decision
ASPLEAD0000356,2024-07-21,ASPDLR000235,Apartment repaint,stalled,842404.24,Indigo,price high
ASPLEAD0000357,2025-12-16,ASPDLR000783,Villa,lost,766481.54,unknown,dealer asked extra margin
ASPLEAD0000358,2024-10-12,ASPDLR000919,Builder project,lost,2089393.41,Nerolac,dealer asked extra margin
ASPLEAD0000359,11-Apr-25,ASPDLR000879,Apartment repaint,new,742217.68,JSW,payment risk
ASPLEAD0000360,22-Mar-26,ASPDLR000627,Commercial,stalled,171915.70,Nerolac,dealer asked extra margin
ASPLEAD0000361,2025-07-14,ASPDLR000960,Apartment repaint,new,997029.24,Indigo,contractor controls decision
ASPLEAD0000362,17/01/2025,ASPDLR000661,Builder project,quoted,2889684.24,None,
ASPLEAD0000363,2024-04-08,ASPDLR000891,Apartment repaint,new,847139.90,Local,dealer asked extra margin
ASPLEAD0000364,2024-05-06,ASPDLR000667,Apartment repaint,lost,633626.81,Indigo,price high
ASPLEAD0000365,2025-09-28,ASPDLR000606,Waterproofing,stalled,1024300.98,Local,contractor controls decision
ASPLEAD0000366,17/09/2025,ASPDLR000570,Builder project,new,1617011.28,Nerolac,
ASPLEAD0000367,2026-01-25,ASPDLR000370,Beautiful Homes,new,703797.65,JSW,payment risk
ASPLEAD0000368,12/06/2024,ASPDLR000451,Beautiful Homes,new,1747865.76,Indigo,dealer asked extra margin
ASPLEAD0000369,2024-05-01,ASPDLR000433,Waterproofing,quoted,372572.48,None,contractor controls decision
ASPLEAD0000370,2025-11-20,ASPDLR000350,Beautiful Homes,stalled,1047312.62,Nerolac,dealer asked extra margin
ASPLEAD0000371,2024-12-01,ASPDLR000719,Villa,stalled,1683772.93,Berger,price high
ASPLEAD0000372,2026-02-18,ASPDLR000853,Villa,stalled,103766.44,Local,contractor controls decision
ASPLEAD0000373,2025-05-30,ASPDLR000629,Beautiful Homes,quoted,2458736.37,JSW,dealer asked extra margin
ASPLEAD0000374,2025-08-29,ASPDLR000928,Villa,won,272820.80,None,contractor controls decision
ASPLEAD0000375,2025-03-20,ASPDLR000005,Builder project,won,703545.90,Local,price high
ASPLEAD0000376,2025-03-03,ASPDLR000548,Apartment repaint,won,2260679.77,Nerolac,contractor controls decision
ASPLEAD0000377,2026-03-05,ASPDLR000422,Beautiful Homes,stalled,2190458.99,Indigo,price high
ASPLEAD0000378,2025-11-20,ASPDLR000350,Apartment repaint,site visit,1754433.40,Indigo,dealer asked extra margin
ASPLEAD0000379,2025-09-25,ASPDLR000477,Builder project,quoted,2630860.35,unknown,payment risk
ASPLEAD0000380,2025-07-20,ASPDLR000953,Apartment repaint,stalled,2105954.16,None,contractor controls decision
ASPLEAD0000381,07/24/2025,ASPDLR000971,Builder project,stalled,2353415.54,unknown,dealer asked extra margin
ASPLEAD0000382,12/14/2024,ASPDLR000720,Villa,stalled,2627513.79,Berger,
ASPLEAD0000383,2025-01-07,ASPDLR000892,Villa,won,915063.12,JSW,
ASPLEAD0000384,2024-12-11,ASPDLR000368,Waterproofing,new,1550549.98,unknown,dealer asked extra margin
ASPLEAD0000385,2024-06-06,ASPDLR000953,Villa,lost,1988567.17,None,
ASPLEAD0000386,2025-05-25,ASPDLR000115,Apartment repaint,stalled,2456715.27,Local,payment risk
ASPLEAD0000387,2025-07-10,ASPDLR000906,Builder project,won,1800303.51,unknown,payment risk
ASPLEAD0000388,2025-10-28,ASPDLR000996,Commercial,site visit,2583304.25,JSW,dealer asked extra margin
ASPLEAD0000389,2024-10-04,ASPDLR000515,Beautiful Homes,quoted,1242809.45,Local,price high
ASPLEAD0000390,2025-06-01,ASPDLR000762,Apartment repaint,quoted,1785579.76,None,price high
ASPLEAD0000391,2024-05-22,ASPDLR000570,Apartment repaint,won,1758378.15,Berger,payment risk
ASPLEAD0000392,2025-09-15,ASPDLR000939,Villa,lost,2096744.15,Berger,
ASPLEAD0000393,2025-08-01,ASPDLR000658,Waterproofing,new,2416934.83,Local,price high
ASPLEAD0000394,23/08/2025,ASPDLR000697,Beautiful Homes,quoted,2379736.91,Local,dealer asked extra margin
ASPLEAD0000395,2024-04-24,ASPDLR000532,Waterproofing,won,1344254.11,Berger,payment risk
ASPLEAD0000396,2024-10-08,ASPDLR000612,Waterproofing,stalled,2566924.60,JSW,
ASPLEAD0000397,2025-10-08,ASPDLR000404,Waterproofing,lost,233505.32,Nerolac,contractor controls decision
ASPLEAD0000398,2025-04-28,ASPDLR000739,Villa,site visit,159135.69,Nerolac,payment risk
ASPLEAD0000399,04/03/2026,ASPDLR000755,Commercial,quoted,2975271.19,Local,payment risk
ASPLEAD0000400,28/10/2024,ASPDLR000806,Beautiful Homes,lost,558042.42,JSW,price high
ASPLEAD0000401,14/07/2024,ASPDLR000127,Waterproofing,new,1034149.41,Local,contractor controls decision
ASPLEAD0000402,02/01/2026,ASPDLR000713,Villa,quoted,1799498.78,Nerolac,contractor controls decision
ASPLEAD0000403,03/30/2026,ASPDLR000934,Villa,stalled,1030078.93,Local,contractor controls decision
ASPLEAD0000404,2025-11-22,ASPDLR000959,Builder project,quoted,1085833.16,Berger,price high
ASPLEAD0000405,2025-06-29,ASPDLR000725,Villa,won,728869.67,Berger,dealer asked extra margin
ASPLEAD0000406,2024-09-06,ASPDLR000985,Builder project,lost,2622281.22,None,
ASPLEAD0000407,2026-03-19,ASPDLR000692,Commercial,quoted,2872712.08,Indigo,payment risk
ASPLEAD0000408,2025-06-23,ASPDLR000104,Builder project,quoted,819091.70,Local,payment risk
ASPLEAD0000409,2024-09-12,ASPDLR000999,Beautiful Homes,quoted,408101.26,None,dealer asked extra margin
ASPLEAD0000410,2024-09-20,ASPDLR000031,Apartment repaint,lost,194735.17,None,price high
ASPLEAD0000411,2024-11-25,ASPDLR000149,Builder project,stalled,1536566.80,JSW,
ASPLEAD0000412,2026-03-09,ASPDLR000843,Commercial,site visit,416977.38,Indigo,price high
ASPLEAD0000413,2025-05-10,ASPDLR000097,Apartment repaint,stalled,170072.14,Local,price high
ASPLEAD0000414,2025-01-14,ASPDLR000377,Villa,won,2837708.38,Berger,contractor controls decision
ASPLEAD0000415,2025-04-14,ASPDLR000012,Apartment repaint,won,2065703.66,Berger,payment risk
ASPLEAD0000416,29/08/2024,ASPDLR000443,Builder project,site visit,964736.85,Berger,contractor controls decision
ASPLEAD0000417,2025-01-26,ASPDLR000318,Commercial,stalled,748486.12,Indigo,payment risk
ASPLEAD0000418,2025-11-12,ASPDLR000660,Apartment repaint,quoted,1484402.23,unknown,
ASPLEAD0000419,2025-07-19,ASPDLR000056,Villa,stalled,2880151.04,Local,contractor controls decision
ASPLEAD0000420,02/06/2025,ASPDLR000726,Beautiful Homes,stalled,2579071.18,Nerolac,dealer asked extra margin
ASPLEAD0000421,2024-04-23,ASPDLR000740,Apartment repaint,lost,871453.92,Nerolac,price high
ASPLEAD0000422,2025-06-09,ASPDLR000048,Apartment repaint,stalled,2364355.68,None,
ASPLEAD0000423,2024-11-11,ASPDLR000685,Builder project,quoted,321213.03,Nerolac,
ASPLEAD0000424,2026-03-19,ASPDLR000384,Beautiful Homes,quoted,501235.71,Nerolac,payment risk
ASPLEAD0000425,2025-01-14,ASPDLR000698,Commercial,site visit,2176042.27,Berger,contractor controls decision
ASPLEAD0000426,2024-12-12,ASPDLR000828,Builder project,new,2840076.19,JSW,payment risk
ASPLEAD0000427,2025-07-27,ASPDLR000940,Villa,lost,2342319.90,unknown,contractor controls decision
ASPLEAD0000428,2026-02-26,ASPDLR000073,Waterproofing,new,2526387.85,Nerolac,
ASPLEAD0000429,2025-07-23,ASPDLR000745,Villa,new,2226162.66,Local,payment risk
ASPLEAD0000430,2026-01-22,ASPDLR000005,Apartment repaint,site visit,1556512.12,None,price high
ASPLEAD0000431,2025-08-09,ASPDLR000257,Commercial,lost,2581390.20,JSW,dealer asked extra margin
ASPLEAD0000432,2025-06-23,ASPDLR000913,Waterproofing,quoted,358574.02,JSW,dealer asked extra margin
ASPLEAD0000433,2025-02-21,ASPDLR000575,Waterproofing,site visit,1621118.56,Berger,payment risk
ASPLEAD0000434,2025-07-30,ASPDLR000395,Apartment repaint,won,2431161.90,Nerolac,contractor controls decision
ASPLEAD0000435,2025-07-02,ASPDLR000893,Villa,site visit,834165.12,Berger,dealer asked extra margin
ASPLEAD0000436,2025-01-31,ASPDLR000831,Waterproofing,stalled,2095643.65,Berger,dealer asked extra margin
ASPLEAD0000437,2024-05-01,ASPDLR000517,Apartment repaint,stalled,813649.31,Indigo,dealer asked extra margin
ASPLEAD0000438,2025-12-18,ASPDLR000696,Beautiful Homes,lost,2750787.81,Nerolac,price high
ASPLEAD0000439,2025-03-03,ASPDLR000042,Beautiful Homes,quoted,1115434.89,JSW,
ASPLEAD0000440,2025-02-17,ASPDLR000585,Beautiful Homes,quoted,2358470.35,Indigo,price high
ASPLEAD0000441,2025-07-28,ASPDLR000852,Beautiful Homes,won,751394.02,Indigo,price high
ASPLEAD0000442,07/06/2025,ASPDLR000322,Builder project,stalled,2385013.61,Indigo,dealer asked extra margin
ASPLEAD0000443,27-Dec-24,ASPDLR000657,Waterproofing,quoted,2317809.04,None,price high
ASPLEAD0000444,2024-09-03,ASPDLR000396,Waterproofing,won,466909.76,unknown,
ASPLEAD0000445,2025-02-09,ASPDLR000527,Villa,stalled,393368.62,None,
ASPLEAD0000446,2026-01-23,ASPDLR000716,Villa,lost,1286929.52,None,price high
ASPLEAD0000447,2025-02-13,ASPDLR000348,Builder project,stalled,1756888.19,Berger,payment risk
ASPLEAD0000448,2025-07-22,ASPDLR000368,Apartment repaint,quoted,1970404.55,Indigo,dealer asked extra margin
ASPLEAD0000449,01-May-25,ASPDLR000270,Beautiful Homes,site visit,215090.25,Nerolac,price high
ASPLEAD0000450,2026-02-12,ASPDLR000903,Villa,new,467591.66,unknown,price high
ASPLEAD0000451,2026-02-20,ASPDLR000230,Villa,new,1877070.84,Local,
ASPLEAD0000452,2025-12-10,ASPDLR000736,Builder project,new,2287595.83,None,contractor controls decision
ASPLEAD0000453,2024-07-07,ASPDLR000473,Villa,quoted,1116677.69,Nerolac,price high
ASPLEAD0000454,2025-01-30,ASPDLR000742,Commercial,won,880572.61,Indigo,dealer asked extra margin
ASPLEAD0000455,2024-05-06,ASPDLR000003,Waterproofing,stalled,199656.35,Berger,payment risk
ASPLEAD0000456,15/05/2024,ASPDLR000818,Commercial,lost,2754039.18,Indigo,
ASPLEAD0000457,2025-02-08,ASPDLR000562,Beautiful Homes,quoted,2295528.02,Indigo,payment risk
ASPLEAD0000458,2024-05-13,ASPDLR000300,Villa,won,391846.40,JSW,price high
ASPLEAD0000459,2025-08-29,ASPDLR000694,Apartment repaint,lost,1639620.28,Berger,payment risk
ASPLEAD0000460,2025-03-27,ASPDLR000497,Villa,lost,1161443.13,Berger,contractor controls decision
ASPLEAD0000461,2025-02-01,ASPDLR000955,Builder project,won,2485479.19,Nerolac,payment risk
ASPLEAD0000462,2024-04-11,ASPDLR000068,Beautiful Homes,stalled,231478.41,Local,price high
ASPLEAD0000463,2025-09-27,ASPDLR000392,Waterproofing,site visit,476206.39,JSW,payment risk
ASPLEAD0000464,2025-06-05,ASPDLR000826,Apartment repaint,lost,1637668.19,Indigo,payment risk
ASPLEAD0000465,2026-01-08,ASPDLR000627,Villa,new,1165636.24,unknown,price high
ASPLEAD0000466,2024-09-20,ASPDLR000961,Commercial,won,677038.33,Indigo,dealer asked extra margin
ASPLEAD0000467,2024-12-11,ASPDLR000562,Villa,stalled,38926.72,Indigo,price high
ASPLEAD0000468,2025-06-03,ASPDLR000648,Beautiful Homes,stalled,1570295.98,Berger,dealer asked extra margin
ASPLEAD0000469,11/18/2025,ASPDLR000079,Builder project,quoted,884131.90,unknown,
ASPLEAD0000470,2024-10-24,ASPDLR000114,Beautiful Homes,quoted,443536.21,JSW,contractor controls decision
ASPLEAD0000471,19/11/2025,ASPDLR000154,Beautiful Homes,won,315445.60,Indigo,dealer asked extra margin
ASPLEAD0000472,27-Mar-26,ASPDLR000844,Waterproofing,won,1834189.30,Nerolac,payment risk
ASPLEAD0000473,2024-05-24,ASPDLR000113,Builder project,stalled,776401.39,Local,dealer asked extra margin
ASPLEAD0000474,04/04/2024,ASPDLR000215,Commercial,new,2805174.28,Berger,dealer asked extra margin
ASPLEAD0000475,2025-09-25,ASPDLR000395,Villa,stalled,1650949.59,Indigo,dealer asked extra margin
ASPLEAD0000476,02/24/2026,ASPDLR000100,Commercial,new,209877.94,Local,
ASPLEAD0000477,05/05/2024,ASPDLR000831,Apartment repaint,won,511268.66,None,payment risk
ASPLEAD0000478,2026-01-10,ASPDLR000441,Apartment repaint,new,1968796.46,Local,contractor controls decision
ASPLEAD0000479,2024-08-09,ASPDLR000934,Villa,lost,2521808.82,Berger,contractor controls decision
ASPLEAD0000480,2024-07-05,ASPDLR000675,Apartment repaint,stalled,2482145.60,Local,
ASPLEAD0000481,2024-09-21,ASPDLR000039,Commercial,won,277470.79,Berger,payment risk
ASPLEAD0000482,30-Oct-25,ASPDLR000284,Commercial,lost,956351.05,JSW,payment risk
